total_sqft,floors,buildup_sqft,basement_sqft,price
4995,2,2242,0,329900
4775,2,2540,0,310000
1192,2,1140,280,345000
2356,2,1270,0,160797
907,2,1000,300,562500
7081,1,1890,1300,664950
5027,2,2040,870,515000
3817,2,1630,0,497000
8214,2,2300,0,312891
5300,2,2440,870,670000
1768,2,940,0,362500
1350,2,1020,0,402101
6380,1,790,730,438000
5000,1.5,1510,820,687500
9600,1,1010,0,160000
8000,1,1070,0,415000
12750,2,2360,810,405000
3841,3,3030,0,880000
100545,2,2270,0,585000
9594,2,2341,0,640000
6150,2,1530,600,819000
35722,1,2300,0,520000
11783,1,1160,500,367500
8760,1,1760,850,762500
7007,1,2150,0,300000
64073,1,1820,590,625000
3680,1,1280,300,530000
30886,2,1740,0,379000
5000,1,1090,180,615000
6000,2,1860,690,660000
15559,2,1860,0,380000
27072,1,1380,1320,314900
8710,1,1460,0,324950
13102,1,1330,0,225000
4132,2,2070,0,535000
10726,1,1360,0,348500
18295,2,2650,0,725000
35261,1.5,3580,0,925000
13392,1,1159,875,549000
11413,1,990,240,400000
55387,2,2450,0,620000
8346,1,1420,1420,665000
53574,1,3820,0,1215000
5925,2,2740,0,1157400
5289,2,2090,0,349950
13180,2,4560,1830,2466350
5080,1.5,1970,500,339000
4080,1,960,760,615000
9571,2,2370,720,751000
3825,1.5,1820,500,941000
7700,1,1740,0,600000
4502,2,2950,0,455000
28008,2,4810,0,1295648
5412,1,900,600,485000
100188,1,1810,0,358000
4128,1,720,380,339000
7435,1,1120,370,258000
1259,2,1000,200,455000
8505,1,1290,600,437000
9840,1,1500,700,689000
7992,1,1610,900,319000
1309,3,1420,0,510000
9900,1,1480,520,440000
9052,1,1460,0,1010000
22588,2,3220,0,875000
8454,1,1310,0,304000
5280,1,690,0,139000
10466,1,1150,0,464500
7284,1,970,510,336500
6000,1,1270,580,230000
4500,2,1930,0,425000
5120,1,750,0,300000
2003,2,980,450,457500
11440,1,1340,500,366000
14350,1,1300,0,502000
7577,1,1050,0,194000
9371,2,2210,0,305000
15600,1,1680,1540,1250000
20793,2,4620,0,575000
6204,1,1180,580,343500
6906,1,850,0,325000
14930,2,3680,1010,600000
37122,2,3920,0,850000
3821,2,2140,0,420000
9265,1,1180,0,257500
11375,1,1180,1180,317000
9950,1.5,1810,1250,970000
7881,1,1190,480,252000
5756,1.5,1640,180,683500
9607,2,1090,880,289000
747,2,630,300,355000
5611,1,2300,0,675000
18980,1,2590,0,396500
8450,1,1450,0,362500
5120,1,770,770,395000
22572,1,2080,650,599000
18205,1,880,0,218000
8195,2,3190,0,589950
7600,1,1330,0,218000
7200,1,1500,0,360000
7680,1,740,0,350000
5606,2,2560,0,350000
4750,1.5,1840,700,845000
203425,1,3200,0,839000
4000,1,1790,1540,850000
5220,1,900,0,329950
6180,1.5,1600,0,425000
5500,1,970,0,210000
2640,1,1130,0,631500
5400,1,650,0,295000
5000,1.5,1440,960,575000
6031,2,2280,0,415000
13900,1,1830,1720,859000
2772,2,2050,0,639888
1119,2,830,0,329445
4850,2,2440,0,745641
1936,2,1600,0,395000
31450,2,3190,0,790000
4000,2,2370,180,890000
7508,1,1420,760,400000
9600,1,1410,0,365500
5760,1,1410,0,245000
8548,2,2340,0,390000
9000,1,1320,0,196500
13470,2,3990,0,1200000
7566,1,1270,0,276900
47044,2,3720,660,995000
8570,2,4250,0,2300000
8060,2,1860,0,505000
37034,2,2830,940,1229000
8890,1,980,550,352000
8250,2,2860,710,597326
5719,1,1740,0,800000
8364,1,1300,370,270000
9415,2,1570,0,235000
1845,2,1590,0,409900
5377,2,2980,0,739900
4736,2,2690,0,608000
2910,1,900,0,381500
3700,1,1200,240,562100
10392,2,3000,0,740000
18144,1.5,1640,0,308000
10200,1,1660,1440,905000
15253,2,4000,0,762000
48693,1.5,2020,0,356000
5000,1.5,1340,500,750000
9984,1,1290,810,418800
11250,1,2460,0,276000
7510,2,2610,0,725000
6377,1,1460,0,285000
8498,1,1050,0,205000
8144,2,1790,0,583000
3375,1.5,1420,760,657000
9583,2,1770,280,386000
19439,1,1500,1290,589950
3333,1.5,1100,600,575000
6832,2,2380,0,574000
4211,1.5,1280,720,690500
4008,1,1670,0,565000
4750,1,970,220,500000
28535,1,1890,1150,330000
3475,1,780,0,286000
11740,1,1330,1000,450000
4000,1.5,1960,880,870000
5170,2,2490,0,725000
4840,1,770,0,275000
16960,1,1850,0,645000
3264,1,1090,0,152000
5336,1.5,930,850,315000
29258,1,930,0,190000
5686,2,2770,0,700000
6180,1.5,1250,0,233000
6136,2,1830,0,249000
5400,1,870,0,310000
8450,1,1150,0,265950
9648,2,3000,1500,860000
4800,1.5,1150,0,200000
3672,2,1650,350,402000
8240,1,1200,700,305000
10695,1,1640,0,505000
4775,2,1880,800,1355000
7307,2,2420,0,482000
7650,1,1790,0,299950
12415,2,3920,0,770000
8400,1,1180,460,245700
8400,1,890,0,283000
16532,1,1420,490,650000
7910,1,1070,1070,530000
17100,1,2030,0,440000
284011,2,4225,0,1005000
9162,1,1570,1110,599990
3974,2,2030,0,544000
22885,2,4670,1180,1700000
8398,1,1260,800,270000
3036,1.5,1060,0,435000
8184,1,1010,0,349000
127631,2,3310,0,1140000
10051,2,2000,0,320000
8086,2,3070,0,804100
1406,2,1060,210,594000
49765,1,3110,0,531500
18815,2,2110,0,1150000
11400,2,1400,0,374500
5650,1,1330,980,450000
16570,1,1750,950,744500
15512,2,2370,0,913888
6000,2,2230,530,760000
6300,1,1010,600,346500
8250,1,1230,0,280000
11165,1,1900,0,557500
8184,1,1140,440,260000
2885,1.5,1940,0,1330000
6000,1,1040,580,640000
5458,2,1940,0,280000
8750,1,1230,0,205000
5000,2,2180,980,957000
21208,1,1950,750,625000
6200,1,1440,440,680000
8100,1,890,0,150000
3676,2,1720,0,255950
7686,2,1620,0,246500
4390,1,880,500,450000
9000,1,1870,0,595888
22144,1,1970,0,454000
8593,1,1110,0,299900
6833,1,1190,0,200000
11802,1,1150,0,346500
6825,1,1560,1330,585000
13430,1,1500,0,383000
2617,1.5,1250,700,519000
7700,1,1250,0,410000
5415,2,2070,0,578000
17398,2,4660,0,1280000
1493,2,1050,300,395000
2790,2,1800,0,364000
2820,2,1481,0,240000
3600,2,1730,0,328423
4613,2,2720,0,594000
2267,3,2320,0,425000
3730,2,1860,0,309620
7760,2,2025,0,260000
1312,3.5,1400,0,563500
5477,2,2620,0,975000
2691,2,1750,700,937000
1102,3,1590,0,518500
174240,1,1610,475,563500
7832,2,3450,0,1050000
16290,2,1780,0,350000
7140,2,3060,0,826000
11475,1,970,730,225000
5926,1,1330,0,235867
5000,2,3060,0,399000
6000,1,1220,0,177500
9289,1,1600,0,224000
17664,1.5,1530,0,302000
13964,1,1980,0,760000
8490,1,1210,520,460000
6700,1,1170,0,415000
10766,1,1160,790,669000
20000,1,1470,0,254600
8840,1,1400,0,357250
50479,2,4040,0,910000
5000,1.5,1810,1300,725000
4400,1.5,1490,0,670000
5750,2,1770,0,440000
19850,1,2040,1280,1025000
5316,1,950,0,320000
5499,2,2430,0,310000
10800,1,2660,0,772650
11877,2,2670,0,669950
7598,2,1860,860,690000
22651,1,1610,1590,385000
37843,1.5,2480,0,663000
10395,1,1780,0,300000
11276,1,1590,0,225500
34175,1.5,1550,0,320000
14800,1,1920,930,775000
5875,1.5,1600,1000,805000
7410,1.5,1230,0,252750
16117,1,1740,340,254000
6875,2,2740,860,620000
8751,1,1510,600,435000
19017,1,1300,1250,460000
6684,2,1650,0,268000
1221,2,1080,290,446000
7200,1,1010,0,285000
26571,2.5,2330,0,530000
2475,1,620,0,402000
12497,1,2450,0,358000
7350,1,1280,1250,354950
4652,2,2220,0,405000
265716,1,2110,0,568000
49709,1,2690,1000,575000
10200,1,1140,800,315000
7350,2,2070,0,280927
7826,1,1390,770,440000
9900,1,1600,1000,270000
4000,1.5,2100,780,755000
7200,2,2260,0,289659
6930,2,3640,0,555000
23660,1,1530,0,450000
4000,2,1670,820,1145000
11787,1,1440,0,495000
8500,2.5,3060,700,1250000
6975,1,1420,300,580000
16360,1,1510,970,560000
5267,2,3990,0,1080000
3340,1,700,140,450000
11989,1,2270,0,815000
5476,2,2580,0,354000
6620,1,1580,0,279900
7954,1,950,0,339000
5040,2,2160,1030,1340000
136915,2.5,3100,640,710000
4743,1,1310,1310,815000
75794,1,2080,0,800000
3729,1,970,690,638000
11085,1,1520,0,475580
27760,1,1140,0,243800
8016,2,2910,330,600000
41343,1,2460,0,620000
5080,1.5,1750,0,750000
5000,2,1760,670,626000
9946,1,1060,0,230000
7479,2,2410,0,537000
8040,1,720,0,210000
9346,1,1260,0,200500
12384,1,1090,550,253500
9612,1,960,350,150000
6290,1,1220,900,440000
478288,1.5,2260,1060,667000
9622,1,1210,0,660000
12063,2,2590,0,695000
7526,2,2250,0,440000
20001,1,2020,2020,1388000
6710,1.5,1090,0,219500
15600,2,1660,0,220000
81021,1,1780,0,270000
5000,2,2470,900,900000
5000,2.5,3420,1060,1990000
16809,2,2990,0,800000
19000,1.5,2280,0,365000
5500,2,1730,750,1387800
8925,1.5,2830,0,451000
7569,1,920,0,202000
16684,2,3250,0,1410000
6417,1,1240,0,471000
12100,1,1870,1360,827000
9583,1,1300,1200,235000
4482,1,1390,0,216500
6654,1.5,1940,0,359000
8002,1,1900,0,252500
14500,1,1850,530,370000
3876,1,860,620,663000
6738,2,3460,0,971971
249126,1.5,1444,0,420000
3031,1,1200,730,330675
2171,1.5,1200,0,240000
7324,2,1769,0,334888
4540,2.5,2490,0,414000
3898,2,2300,760,782900
6625,2,3030,0,525000
5353,2,2370,0,429900
913,2,1100,270,390000
11968,1,1500,0,224000
6819,2,1715,0,257500
3200,1,1110,0,665000
8050,2,2400,0,327000
213444,1.5,1520,0,425000
10970,2,3190,0,687500
5300,1.5,1250,1150,672500
7473,1,1060,0,140000
15600,1,1220,0,215500
8424,1,1380,640,464900
7700,1,1380,920,417000
37533,1,1550,750,453000
1545,2,1400,260,700000
9750,1,2520,1380,1619999
12349,1,1650,0,259500
35091,1,1290,820,460000
6380,1,980,980,561500
63118,2,2770,0,641000
7350,1,1610,830,330000
8380,1,1320,0,447000
4865,2,2570,0,320000
5040,1,940,0,212700
4800,1,700,0,260000
45738,2,1400,0,410000
7867,2,1890,0,355000
11400,1,720,0,275500
8944,1,1860,550,415000
7950,1,1320,310,279000
14322,1,1180,1150,350000
10838,2,1330,0,355000
11597,2,2300,890,750000
6300,1,1400,0,235000
9583,1,970,0,209950
9600,1,1010,0,230000
54450,1.5,3580,0,725000
2570,1,850,200,430000
7200,1,1490,1010,661500
4896,2,2630,0,738000
53330,2,6640,0,1820000
8789,1,910,0,221000
35000,2,2610,0,665000
6194,2,1720,0,255000
13297,2,2750,900,1195000
22693,1,2040,0,355000
24300,1.5,2310,950,755000
8911,1,1590,0,300000
7100,1.5,1440,0,500000
3400,1,900,0,191000
4240,2,2090,1030,315000
1536,2,1060,0,415000
9793,2,3000,0,394000
5348,2,2230,0,490000
5000,1.5,1090,800,523460
16197,2,4150,0,550000
10409,1,1280,500,342000
6583,2,2710,0,560000
13833,2,3320,1070,1050000
4080,1.5,1540,100,710000
4800,1.5,1670,0,1020000
10431,2,2570,0,399950
3420,1,1500,0,480000
19000,2,2710,0,410000
48351,1,1710,1150,530000
40642,1,840,0,528000
8913,2,2990,0,469900
6757,1,800,370,397000
6240,1,1030,170,718500
8100,1,1020,0,195000
8155,1,910,0,285000
2500,1,700,0,295000
37800,1,1880,540,602000
8712,1,1950,0,235000
6000,2,3060,0,465000
18000,1,1390,0,234000
1687,3,1200,0,504200
4153,2,2440,0,710000
3075,2,1730,580,589500
64626,1.5,2600,0,415000
1212,2,1040,450,735000
9391,2,2432,0,427000
8580,2,3610,0,982000
10000,2,2530,0,459000
5527,2,2790,0,483453
4440,1,1670,0,246950
1456,2,1070,100,235000
942,3,1350,0,288790
1773,2,1110,0,229800
638,3,1100,0,516500
7200,2,2460,360,1600000
8128,1,1040,0,234000
3376,2,1910,0,230000
8499,1,1370,0,300000
5000,1.5,1140,360,470000
9087,1,1200,0,339900
2542,1,880,170,650000
16777,1.5,1620,1050,585000
11500,1,1430,760,699900
40918,2,3130,0,598000
9100,1,1160,540,475000
17355,1,1200,500,314500
1275,2,1240,120,397000
15005,1,1610,0,345000
6222,1,1300,830,325000
7650,1,1800,0,265000
15540,1,2120,830,402000
54014,2,2120,0,835000
7048,2,3500,0,780000
9220,1,1440,0,250000
3360,2,2120,0,1200000
2067,2,1780,0,935000
8153,1,960,0,300000
4980,1,1510,0,419000
5750,1,1010,0,410000
5001,2,2810,980,1165000
8666,2,2400,1200,461000
7030,1,1300,0,385000
4046,1.5,1520,980,669500
10733,1,1440,650,491950
14630,1.5,2200,0,1230000
15002,1.5,2070,0,560000
7341,1,1320,0,370000
60548,1,960,400,263400
7623,1,930,0,100000
8584,1.5,1760,0,289950
8100,2,1410,0,263000
7859,2,2570,0,397500
14197,1,860,440,245000
6300,1,1180,400,535000
6031,2,2960,0,449000
3497,2,1920,410,490000
39446,1,1470,600,445800
5750,1,970,0,345000
7200,2,2310,0,327500
11173,2,2290,0,436500
9600,1,1220,500,550000
3400,1,990,200,441000
5750,1,870,0,406500
1758,2,1068,0,243000
10316,2,2140,0,359500
165528,2,3300,0,760000
8050,2.5,3710,1120,1925000
6589,1.5,2320,500,408000
9664,2,1890,550,480000
3245,1.5,1800,0,875000
8800,1,1010,0,308000
4392,1.5,2320,900,880000
26540,2,3410,1590,1730000
24792,2,1200,0,170000
4322,2,1470,0,491500
4506,2,2600,0,515000
128502,1,1500,1250,550000
9967,1,940,380,255000
4007,2,2550,800,635000
2387,2,1830,820,850000
10856,1,1260,600,265000
8855,1,960,0,349810
6300,1,1610,400,972000
28800,1,900,0,235000
11784,2,2340,0,330000
15048,3,3720,0,500000
29185,1,1470,420,570000
12215,1,1590,1090,1309500
1613,2,1180,280,544000
7904,1,1810,1370,439000
15086,2,1980,0,530000
934,3,1090,0,427500
5970,2,2230,0,337000
9143,2,3330,0,1095000
3840,1,970,910,435000
5700,1,1950,920,765000
9786,1,1640,480,492650
6998,2,2700,0,383962
7680,2.5,3670,0,950000
1330,2,1010,210,457000
11250,2,4390,0,1510000
5265,3,3560,0,882566
8589,2,3530,0,963000
5000,2,2280,0,345000
7965,2,4350,0,2065000
221284,2,3530,300,800000
13303,1,2050,0,314500
39478,2,3260,400,530000
46748,2,3350,0,650000
3600,1,1270,0,349500
3850,2.5,2790,610,1198000
8514,1,1200,0,165050
11000,2,2200,0,580000
11312,1,1080,600,330000
8279,2,3840,0,875000
4500,1,850,100,500000
42077,2,2280,0,445000
6600,2,1970,0,274900
9310,1,1620,0,219950
7200,2,2600,0,691500
3825,1,850,400,459500
5080,1.5,2130,0,955500
8976,1,1300,1250,328950
6000,1.5,1150,0,307000
9000,1,1040,0,382500
10422,2,3340,0,1150000
9420,2,2510,120,1297000
3896,2,1640,0,478000
7906,1,770,0,260000
112750,1,2200,2150,850000
5846,1,1700,0,616000
9580,1,1400,650,540000
5128,2,1660,0,300000
9594,1,1190,800,507500
42840,1,4320,2730,3800000
7000,1,1770,0,241000
47916,2,2090,350,485000
51354,2,2620,0,695000
11005,2,2440,0,548000
7775,1,1080,0,345000
10710,1,1090,0,280000
13775,1,1400,0,450000
7200,2,2010,0,515000
12855,1.5,1500,140,1014250
5029,2,3290,0,739900
14878,2,2510,0,600000
6050,1,860,0,370000
12866,1,1780,1060,729032
7020,2,1750,0,510000
19163,1,1300,0,425000
7216,2,3260,630,1080000
941,3,1460,0,337000
3376,1.5,1410,0,563000
10900,2,3070,700,1695000
4072,1.5,1190,0,245000
6413,1,910,500,590000
4080,1.5,1680,820,695000
2280,1,800,0,402500
13446,2,2530,0,435000
28500,1,1970,600,660000
9620,1,1340,750,300000
7781,1,1580,1400,600000
8239,1,1170,0,205000
5100,2,2080,0,357500
4000,2,2510,840,1110000
1029,2,950,100,332888
13531,1,900,0,174000
5000,1,1050,0,515000
32481,1.5,2240,1500,392000
4096,2,1430,0,485000
9546,1,1400,0,217500
45613,2,1600,0,502000
9750,2,2880,0,820000
5445,2,2240,900,1640000
4320,1,820,0,102500
12637,2,5190,0,925000
10140,1,1180,1000,540000
2002,1.5,910,0,600000
8475,1.5,1580,0,406000
6325,1,1440,690,620000
16015,2,4570,0,1060000
11172,1,1000,240,401000
6000,2,1860,0,725000
1801,1,370,0,276000
12087,2,2180,950,500000
35150,1,1800,730,375000
9778,2,3390,580,2300000
9680,1,1300,620,260000
12750,1.5,2130,840,1565000
6087,2,2300,0,431000
9601,2,1830,0,321000
5053,1,1180,370,433000
10666,2,4080,0,920000
21485,2,1710,0,482000
4094,2,2375,0,712000
9778,1,1100,1100,505000
17450,1,1840,1690,2367000
9012,1,1110,0,452000
2566,1.5,1630,0,581000
5055,2,2550,0,952500
8866,2,2500,0,808000
6885,1,1590,1300,476000
5000,1.5,1420,0,535000
5800,2,3170,1100,1356925
1984,2,2220,170,629800
5048,2,2530,0,417838
4500,2,2701,0,399895
6637,2,3990,0,825000
3826,2,2303,0,300000
965,3,1540,0,640000
1053,2,940,510,460000
1458,2,1040,120,525000
6334,2,2910,0,499990
8501,2,3770,0,1020000
10300,1,1450,1450,675000
3000,1,770,770,512031
3000,1,700,0,310000
10302,1,1680,1600,1075000
8960,1,1430,1000,255000
7984,2,1900,0,435000
15050,1,1260,400,453000
7992,2,1620,0,260000
10800,1,2090,0,659000
7231,1,1110,0,223000
9792,2,2550,1210,851000
12134,1,1530,550,605000
5950,1,1330,620,895000
13054,1,1470,1100,519000
12141,1,1390,940,535000
10375,2,3700,0,489000
7738,1,1520,400,250000
3960,1.5,1200,700,580000
13296,1,1440,0,1038000
48788,1,1520,1420,605000
3080,2,1810,690,599950
23891,2,2490,0,700000
10052,1,1470,0,480000
4558,2,2120,0,329950
24805,1,1200,0,250000
6994,2,2450,0,345000
6000,2,1780,0,175000
6700,1.5,1090,500,185000
76665,2,2370,0,411000
4000,2,1760,0,690000
8170,1,1940,0,265000
12327,1.5,2180,1370,720000
5787,2,2050,0,256000
3179,2,1680,0,255000
1800,2,1320,0,540000
5511,2,1550,0,481015
8625,1,1590,1090,575000
34041,1,1840,550,339950
7260,2,2040,0,475000
6517,2.5,2020,650,732000
3720,1.5,1880,0,860000
7700,1.5,1500,900,389000
11472,1,1370,900,645000
5444,2,1850,0,475000
5005,1,1430,730,550000
12960,1,1360,800,305000
3600,1.5,1320,250,782000
7200,1.5,1340,0,545000
6042,2,3002,0,394500
9072,1,1110,1080,600000
21600,1,2610,0,1300000
11919,1,1010,0,300000
6093,2,2105,0,330000
4748,1.5,1630,800,723000
18916,1,4040,0,2271150
7737,2,2160,0,480000
9260,1,900,0,496000
1641,3,1540,280,625000
13468,1,1050,1050,475000
7199,2,1520,0,275250
7128,1,940,370,253000
9880,1,1410,780,630000
5500,1.5,1720,1230,660500
7800,1,1580,290,262000
5500,2,3040,1620,2147500
9900,1,1840,0,552000
9400,2,2610,570,1411600
4000,1,1100,400,736000
7416,1.5,1730,0,355000
7424,1,1010,570,305000
1870,2,1540,0,484998
3979,2,2610,780,1054690
1858,2,830,0,334500
6178,2,2620,0,475000
4500,2,2242,0,309780
7798,2,2890,0,795000
4050,2,1450,0,274500
2119,2,800,0,265050
2502,2,1880,400,567500
62726,2,3120,730,915000
6300,2,2270,0,285000
5692,2,2250,0,445838
11325,1,1610,990,304900
9525,2,2490,0,940000
8281,2,3160,0,1127000
25714,2,4930,0,835000
11250,1,1440,0,290000
8868,1,1770,0,250000
6448,2,2300,0,342000
16263,2,2980,0,1012000
7200,1,1300,930,400000
7969,1,930,900,312500
10875,1,1020,720,267000
6743,1,1410,120,575000
9041,1,1520,0,810000
5000,2,2430,800,850000
4000,2,2730,890,1015000
60123,2,5070,0,1100000
8750,1,1570,0,240000
7200,1,1050,1030,198000
8624,1,1430,800,565000
18129,2,2540,880,1195000
6695,1,1470,1320,340000
4203,2,3150,0,815000
10929,2,3930,0,1875000
4900,2,1490,700,588000
6962,2,1890,0,280500
76877,1,1900,0,390000
3521,2,1930,0,509000
11447,2,3316,0,490600
4500,1,1380,0,650000
2250,3,2080,0,715000
5000,1.5,1240,0,529950
8610,1,1020,0,265000
4800,2,2360,0,1755000
33503,1.5,2110,670,1140000
13418,1,1430,870,610000
4350,2,1730,290,554729
10453,1,1360,480,395000
4814,1.5,1390,0,341000
11385,1,1200,860,264500
35070,1.5,2640,0,395000
10115,1,1980,0,640000
5080,1,1030,780,430000
9000,1,1700,0,410000
6000,1.5,1200,0,220000
3600,2,2150,830,1625000
1252,2,1120,230,405500
10000,1,1980,380,633000
6200,1,1190,0,295950
43560,2,4110,0,1042031
10786,1,1420,1380,605000
1598,2,920,0,255000
8000,2,1530,0,474000
5040,1,860,0,370000
3593,2,1520,0,288000
5240,1,660,0,100000
8921,2,3580,0,1150000
13899,2,3000,0,600000
9629,1,1390,1350,515000
5523,2,2040,0,345000
54160,2,2520,0,975000
8800,2,2470,0,850000
1348,2,1300,630,439990
10254,2,2950,0,554950
6405,2,2610,0,605000
1526,3,1630,0,609000
1022,3,1400,0,425000
1005,1.5,900,510,399900
10860,2,4370,0,1025000
19412,2,4000,1010,2351956
6160,2,2590,0,519995
7200,1,1300,0,625000
7609,2,2320,0,600000
4275,2,2700,0,1200000
6513,2,2260,660,1738000
5700,1.5,1750,1380,671000
4950,1,1030,440,459500
1326,3,1390,150,499000
4620,1.5,2020,1140,1280000
7700,1,1480,0,395000
5639,2,3595,0,861990
4440,1,1190,0,382500
217014,1,2340,0,404950
2500,1,870,450,530000
27007,1,1190,0,195000
18600,2,2350,0,747500
8560,1,1100,0,199990
4704,1.5,1260,400,548800
36246,1.5,2680,360,870000
4777,2,1860,0,588000
241322,2,2500,1600,775000
36171,2,2620,1430,670000
2500,2,1240,0,445000
10800,1,2200,0,300000
9090,1,1130,550,480000
5160,1.5,930,0,300000
22000,2,1800,0,360000
8401,1,1500,1500,527000
12686,1,1820,0,875000
7102,2,1995,0,266000
9786,2,3990,0,866000
5192,1,800,0,335950
9563,1,960,0,215000
8269,2,2286,0,481000
11646,1,1270,950,320000
7500,1.5,1940,0,295000
7222,2,1640,0,295000
10576,1,1120,0,320000
4800,1,1400,1200,780000
4800,2,1490,0,437500
3000,1.5,1650,0,443000
6137,2,2400,0,575000
6685,1,1190,310,245000
12793,2,1990,0,450000
746,2,1030,100,536000
11070,2,2030,0,685000
7920,2,1590,0,373000
8394,1,1480,0,450000
18653,2,2690,0,645000
46609,2,3870,0,1275000
6000,1,1390,0,230000
1850,2,1690,140,593000
5750,1,790,790,558000
15229,2,2590,0,538250
8050,1,1490,1020,475000
7300,1,1180,0,209950
19206,2,1450,0,410000
6765,2,2550,560,1636000
68519,2,2860,0,670000
8476,1,1690,1070,821000
17788,1,1400,1400,665000
3748,2,1450,0,339000
5650,1.5,1910,620,631500
2808,1,820,820,570000
17568,1,2220,0,437000
10086,2,2040,0,542500
6000,1,1230,0,229500
7700,1,820,240,170500
9625,2,1920,0,391500
4170,2,1520,0,296475
4103,2,2710,1060,1450000
38322,2,3540,0,888550
108900,2,5430,0,1360000
7904,1.5,2250,0,328000
5195,2,2090,0,300000
3012,2,1720,0,500000
2091,2,1910,0,494815
2491,3,1536,65,378000
1209,2,940,120,505000
3920,2,2330,0,680000
4200,2,2370,0,351999
1237,3,1420,0,510000
4000,2,2360,0,1300000
1575,2,1260,0,374000
9053,2,3030,0,509900
1201,2,1140,0,230000
9375,1,1550,1270,527700
1372,3,1270,0,438000
12600,2,3180,0,900000
13791,1,2790,0,1131000
9503,2,2570,0,439000
2674,1,720,360,315000
7221,2,3010,0,765000
14915,1,1720,400,332000
46609,1.5,1440,460,600000
43821,2,2860,0,378500
10575,1,910,0,190000
37522,2,2850,0,645000
2500,2,1690,870,780000
16817,2,1570,0,370000
108464,2,3110,0,875000
126759,2,4740,0,1049000
13750,1,1340,0,479000
6390,1,1390,1210,245000
8030,1,1070,0,542000
9670,2,1820,0,557500
3040,1,860,200,480000
4060,1,1330,890,330000
8700,1.5,1350,0,160000
9180,1,1600,910,695500
13713,1,1670,670,235500
7920,1,1060,0,326500
8065,2,2200,0,300000
8100,1.5,1400,0,267000
7123,1,1520,0,292600
3000,2,1810,0,362000
11340,1.5,2360,0,1087500
1032,2,1210,0,357562
25150,1,1750,1670,789900
4592,2,1810,0,513000
10160,1,2760,0,336000
9800,1,1330,620,560000
48743,2,3830,0,1150000
7283,1,1220,840,410000
6400,1,980,670,371500
11942,1,1030,1070,368000
57499,1,1880,1840,650000
8562,2,1920,0,308950
217800,2,1860,0,440000
3507,2,2290,0,630000
9085,1,1200,0,228950
53428,2,3440,1830,782000
2788,2,1600,0,245000
4020,2,2560,0,410000
4000,1,880,0,427550
7920,1,1020,0,235000
9380,1,960,0,210000
7200,1,1370,530,485000
6000,1.5,1320,0,410000
9640,1,1320,910,435000
7314,1,1150,0,300000
6000,2,3440,0,455000
8179,1,1070,0,210000
3433,1.5,1500,750,1050000
10300,1,1910,0,458400
16552,1,1180,0,390000
7360,1,1400,0,148226
9316,2.5,2370,1210,711600
13391,2,2726,450,819000
1890,1.5,1170,0,613000
4665,1,1570,0,592350
15000,1,1460,0,232000
10400,1,1140,0,250000
9812,1,1150,0,115000
31931,1,2390,790,1115000
6185,2,2630,0,585000
5980,1,1520,420,580000
8050,1,850,0,165000
6039,1,830,720,430000
15000,1,2090,0,383000
6654,2,2850,1110,1195000
5000,1.5,1320,0,201500
35400,2,3220,0,690000
7260,1,800,0,325000
9673,1,1130,530,375000
11370,2,2250,0,600000
13090,1,2120,0,340000
4020,3,2310,0,890000
7700,2,1920,0,415000
9720,1,1050,500,255000
779,2,1595,190,530000
9848,1,1830,0,468000
5040,2,2950,550,970000
14680,1,1330,1230,599000
4840,1.5,1360,0,399500
14986,2,5180,1320,2458000
5500,2,3150,0,1205000
4080,1,810,0,325000
217800,2,7320,0,1135250
17476,1,1450,1340,568000
3408,1,960,960,517000
14178,2,2530,0,469950
8343,2,2150,1340,1675000
11000,2,3690,1020,2180000
16313,1,2050,0,623000
8400,2,2410,0,720000
8240,1,1180,0,205000
4200,1,630,0,148000
7800,1,1750,1730,950000
7683,1.5,1010,0,405000
3481,2,1910,0,293000
3582,2,1720,770,550000
3143,2,2150,0,435000
5470,2,3000,0,355000
3496,2,2830,0,673000
5539,2,2680,0,449990
2686,2,1090,0,249000
32400,1,1564,420,380000
5859,2,3090,0,760005
5140,2,2610,0,674600
3634,2,2750,620,812000
3916,2,2250,0,333490
1387,2,1180,270,320000
10849,2,3130,0,999000
8572,1,2700,0,810000
5400,1,1320,650,399950
4166,2,1270,700,550000
15954,1,1950,0,290000
9887,1,1140,800,232500
11000,1,2260,1290,1355000
7394,2,2500,0,565000
18700,1,2210,700,749950
35298,2,3350,0,720500
40098,1,1490,650,507000
13474,2,4030,0,989000
6660,2,1980,0,463000
9908,1,1460,0,310000
8800,1,1130,750,284000
10900,2,2320,0,737500
8227,1.5,1770,450,569000
7200,2,1410,0,700000
3500,1,1240,0,660000
8426,2,2030,0,275000
6015,2,3080,920,570000
38500,1.5,490,0,150000
3411,2,1590,0,356000
5827,2,2630,0,610000
4614,1,1350,0,498800
4440,1,990,0,226550
7984,2,3710,0,692500
8062,1,990,0,250000
4543,2,2510,0,660000
6500,1,800,0,295000
10183,1,1600,0,154950
11340,2,2480,840,409124
9230,1,1010,720,287000
3988,1,1000,1000,810000
6308,1,1640,1270,525000
10440,1,1710,0,525000
7800,1,1200,0,275000
5100,2,2600,0,583000
7926,1,1460,0,237950
9800,2,4260,0,1065000
4480,1.5,1780,320,679000
6420,2,2360,1870,1465000
6250,1,830,830,410000
7200,1,1010,440,306000
